Marca temporal;1. Utiliza habitualmente la página web de ATM;2. Le resultó simple la creación de su cuenta en Mis Trámites;3. Le resulta comprensible la sección de Mis Trámites;4. El trámite que realizó dentro de Mis Trámites fue resuelto de forma:;5. La información brindada por la página web de ATM es:;6. El boleto para pagar el año 2021 lo obtiene por:;Agregue aquí su sugerencia
5/13/2021 12:10:17;NO;SI;NO;Satisfactoria;Buena;voy a atm;
5/13/2021 12:19:51;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/13/2021 12:32:07;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/13/2021 12:33:47;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/13/2021 12:35:19;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/13/2021 12:41:21;NO;SI;NO;Poco satisfactoria;Regular;Descarga de la página web de ATM;mas claridad para realizar los tramites en linea
5/13/2021 12:56:06;NO;SI;SI;Poco satisfactoria;Regular;me llega al banco;la respuesta que me dieron no era completa por ello tuve que iniciar un nuevo tramite ya que no aclaran el porque de lo que responden.-
5/13/2021 13:03:54;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;Deberían buscar herramientas / sistemas y recurso humano más competentes con las labores a ejecutar. 
5/13/2021 13:11:20;SI;SI;SI;Muy satisfactoria;Buena;Descarga de la página web de ATM;
5/13/2021 13:31:56;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/13/2021 14:20:47;SI;SI;SI;Satisfactoria;Regular;Descarga de la página web de ATM;
5/13/2021 15:29:37;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/13/2021 16:06:36;SI;NO;NO;Nada satisfactoria;Mala;Descarga de la página web de ATM;
5/13/2021 16:41:17;NO;SI;SI;Satisfactoria;Buena;cm;
5/13/2021 17:01:30;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/13/2021 18:00:37;SI;SI;SI;Satisfactoria;Buena;Entrega en su domicilio real;
5/13/2021 18:21:57;SI;SI;SI;Satisfactoria;Regular;Descarga de la página web de ATM;
5/13/2021 18:24:05;SI;SI;SI;Poco satisfactoria;Buena;Recepción por correo electrónico;No escontré como responder el expediente electrónico y tuve que iniciar uno nuevo. Debería ser un poco más fácil, simple, entendible
5/13/2021 20:44:46;SI;SI;SI;Nada satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/13/2021 20:55:37;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/14/2021 0:15:13;SI;NO;SI;Nada satisfactoria;Mala;Mi pagos ;Lean los trámites Online que uno realiza tengo uno del 25/02/2021 y aun no pasa nada 
5/14/2021 9:09:44;NO;SI;SI;Muy satisfactoria;Buena;Descarga de la página web de ATM;
5/14/2021 9:54:44;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/14/2021 10:02:29;SI;SI;SI;Poco satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/14/2021 10:23:49;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/14/2021 10:46:04;SI;SI;SI;Muy satisfactoria;Muy Buena;Recepción por correo electrónico;
5/14/2021 10:49:14;SI;SI;NO;Nada satisfactoria;Regular;Descarga de la página web de ATM;"IMPOSIBLE COMUNICARSE AL 148, DEBERÍAN SER MÁS ÁGILES LOS OPERADORES, Ó PONER MÁS. EL TRÁMITE ELECTRÓNICO NO ES DEL TODO CLARO, EN MI CASO, TRATO DE NOTIFICAR QUE NO SE HA IMPUTAADO UN PAGO DE LA PATENTE DE MI VEHÍCULO Y AL ADJUNTAR EL ARCHIVO OPCIÓN CPTE. DE PAGO NO SALE, NO SE SI ESTÁ BIEN Ó MAL AL INGRESAR OPCIÓN ""CONSTANCIA"" PARA EL ADJUNTO."
5/14/2021 10:57:04;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/14/2021 11:20:13;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;Los trámites correspondientes en la Dirección General de Catastro deberían ser resueltos con mayor rapidez 
5/14/2021 12:17:22;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;tardan mucho en dar una repuesta a un trámite muy sencillo
5/14/2021 12:27:19;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;Agilizar el tiempo de respuesta de tramites electronicos.
5/14/2021 13:12:56;SI;SI;NO;Satisfactoria;Regular;Descarga de la página web de ATM;El sistema no es intuitivo y los accesos o derivaciones son muy rebuscadas, por lo que a la media de la población le será muy difícil operar aquí. 
5/14/2021 14:08:13;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;El tema sellado en muchos casos es necesario hablar con alguien que asesore en el momento y siempre es imposible.
5/14/2021 15:52:50;NO;SI;SI;Satisfactoria;Buena;home banking;
5/14/2021 17:49:26;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/14/2021 18:11:25;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;ninguna
5/14/2021 18:48:24;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/14/2021 18:50:43;SI;NO;NO;Satisfactoria;Buena;Descarga de la página web de ATM;
5/14/2021 19:15:03;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;Poder obtener la deuda de los impuestos directamente por la pagina, sin tener que asistir a la Bolsa de comercio o a las oficinas de Atm que actualmente ninguna atiende
5/16/2021 0:54:42;SI;SI;SI;Nada satisfactoria;Buena;Entrega en su domicilio real;Los trámites resultan muy lentos y mal interpretados. como ha sucedido en mi caso, que solicité la COMPENSACIÓN del DOBLE pago del impuesto automotor del dominio JXV298 del PEUGEOT 207, DE LA QUE SOY TITULAR, por $ 16.606,  que se compensara con la deuda  del impuesto automotor =AC847IN, Ford Focus, del AÑO 2020, DEL CUAL TAMBIÉN SOY TITULAR, y archivaron el Expte. resolviendo que el INMUEBLE a mi nombre no posee deuda. Yo jamás mencioné un inmueble en mi solicitud. Han pasado largos meses, mi dinero, QUE SE ENCUENTRA EN VUESTRO PODER, se desvaloriza ABRUPTAMENTE, como es de público conocimiento y uds, mientras tanto, estarán GENERANDO intereses a mi deuda, lo que resulta totalmente INJUSTO.
5/16/2021 15:16:49;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/16/2021 18:40:39;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/16/2021 18:48:17;SI;SI;SI;Nada satisfactoria;Regular;Descarga de la página web de ATM;Los trámites online a veces no son resueltos de acuerdo a lo solicitado.
5/16/2021 23:13:46;SI;NO;NO;Nada satisfactoria;Mala;lo busco personalmente;Me costó muchisimo solicitar un sellado, todavia no sé si está bien hecho el trámite porque no sé ni donde fijarme la resolución del tema. Solo me dieron un numero de expediente y ahora no sé como sigue todo el trámite.
5/17/2021 8:40:28;NO;SI;SI;Muy satisfactoria;Muy Buena;Recepción por correo electrónico;
5/17/2021 9:13:16;SI;NO;NO;Poco satisfactoria;Regular;Descarga de la página web de ATM;Demasiado lento para resolver algo que presencialmente se resuelve en 15 minutos 
5/17/2021 9:17:13;SI;SI;NO;Satisfactoria;Regular;Recepción por correo electrónico;Aclarar el domicilio de la ventanilla única, porque los datos llevan al edificio de ATM.
5/17/2021 10:21:08;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/17/2021 10:53:50;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/17/2021 12:22:53;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/17/2021 12:36:32;NO;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/17/2021 12:41:09;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/17/2021 12:43:09;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/17/2021 13:31:58;SI;SI;SI;Poco satisfactoria;Buena;Recepción por correo electrónico;
5/17/2021 14:28:52;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/17/2021 14:47:11;SI;NO;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/17/2021 15:04:35;SI;NO;NO;Nada satisfactoria;Mala;Entrega en su domicilio real;"Que los empleados d
Se po gan a trabajar. Sino que dejen que personas con ganas de trabajar tomen su lugar. Es un desastre la atencion y los tramites virtuales siempre los observan y no te dan soluciones. Se necesita gente con ganas de ayudar al cliente o usuario como le llamen"
5/17/2021 16:50:27;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;-
5/17/2021 17:26:33;SI;SI;SI;Poco satisfactoria;Regular;Descarga de la página web de ATM;muy engorroso el tramite para la baja de impuestos, debería ser mas expeditivo e interactivo
5/17/2021 17:27:37;NO;SI;SI;Satisfactoria;Regular;Descarga de la página web de ATM;Si bien la información es clara, para algunos trámites como un sellado de contrato el cual no tiene un monto fijo estipulado para un contribuyente común es imposible saber como calcular el monto imponible salvo que se consulte con alguna persona que ya realizo este tipo de tramite, en mi caso particular un operador telefónico  de atm no supo explicarme  como hacerlo. 
5/17/2021 18:30:35;SI;SI;SI;Muy satisfactoria;Muy Buena;Recepción por correo electrónico;
5/17/2021 18:57:54;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;La pregunta 4 aún no se resuelve porque recién estoy iniciando el trámite. Gracias. Suguiero la posibilidad de realizar reimputaciones de pagos a través de la página, para el caso de pagos duplicados. También la posibilidad de ver todos los pagos realizados con fecha de pago.
5/17/2021 19:02:37;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/17/2021 19:38:17;SI;SI;SI;Satisfactoria;Muy Buena;Entrega en su domicilio real;
5/17/2021 19:38:29;NO;SI;SI;Satisfactoria;Buena;Liquidacion Convenio Multilateral;
5/17/2021 19:54:02;NO;SI;NO;Satisfactoria;Buena;Recepción por correo electrónico;Adjuntar más explicaciones, más opciones y simplificar los pagos, aún con intereses. Generar un plan de pagos por pocos intereses generados por pocos meses de retraso, no es práctico.  
5/17/2021 20:03:19;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/17/2021 22:06:51;SI;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
5/18/2021 0:10:43;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/18/2021 8:53:40;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;POR FAVOR CONTROLAR QUE LOS VEHICULOS SEAN CARGADOS EN EL SISTEMA COMO CORRESPONDE, YA HACE VARIOS AÑO ME PASO QUE LE DIERON BAJA A UN VEHICULO DE MI TITULARIDAD X ERROR Y ACTUALMENTE AUN NO LE DAN DE BAJA A UN VEHICULO QUE ESTA TRANSFERIDO. SERIA IMPORTANTE QUE TRABAJEN CON SERIEDAD Y SIN PERJUDICAR A NADIE.
5/18/2021 9:10:23;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/18/2021 9:16:51;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;Más accesibilidad para gente mayor
5/18/2021 10:14:56;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/18/2021 10:16:22;NO;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;"En el punto 4, el trámite que inicié todavía no está resuelto, si es posible resolverlo de manera electrónica, es una excelente y práctica opción.
Si estaría que hubiera un punto directo para modificar los datos del domicilio fiscal. "
5/18/2021 10:22:54;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/18/2021 12:54:41;SI;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;Sellos muy complejo 
5/18/2021 13:04:31;NO;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/18/2021 13:19:55;NO;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/18/2021 13:26:56;SI;NO;NO;Nada satisfactoria;Regular;Descarga de la página web de ATM;Nadie atiende los teléfonos. 
5/18/2021 13:27:30;SI;SI;NO;Nada satisfactoria;Regular;Entrega en su domicilio real;
5/18/2021 14:18:53;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/18/2021 15:45:04;SI;SI;SI;Muy satisfactoria;Muy Buena;Recepción por correo electrónico;
5/18/2021 16:59:05;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;El instructivo de sellados de ordenes de compra no es claro o esta des actualizado
5/18/2021 19:06:33;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;MUY RAPIDA ATENCIÓN Y SOLUCIÓN DE CONSULTAS.
5/18/2021 19:25:13;SI;SI;NO;Poco satisfactoria;Regular;Descarga de la página web de ATM;LOS EXPEDIENTES PARA LIQUIDAR TASA DE JUSTICIA DE INMUEBLES FUERA D ELA PROVINCIA ES MUY DIFICILLLLLL
5/18/2021 20:34:17;NO;SI;SI;Nada satisfactoria;Buena;Descarga de la página web de ATM;"Solo puedo indicar que una respuesta fue indicada como nada satisfactoria, debido a que el trámite aún no ha finalizado Por lo tanto no se cual es el grado de satisfacción ante la solución que puedan dar.
"
5/18/2021 20:43:26;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/18/2021 21:39:00;SI;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
5/18/2021 21:47:54;SI;SI;SI;Muy satisfactoria;;Descarga de la página web de ATM;
5/18/2021 22:30:08;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/19/2021 8:28:58;NO;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;En relación a la funcionalidades, me parece que deberían ser más difundidas, y estaría bueno que cuando llegan notificaciones por mail, ya venga en el correo la misma y no tener que entrar por la plataforma.
5/19/2021 8:59:35;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;deberian agilizar los tramites 
5/19/2021 10:33:27;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;dar continuidad a las consultas que se hacen en los tramites
5/19/2021 10:36:59;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/19/2021 10:46:38;NO;SI;NO;Nada satisfactoria;Mala;Descarga de la página web de ATM;Página poco intuitiva y falta de guia para los diversos tramites.
5/19/2021 10:51:48;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/19/2021 10:54:23;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/19/2021 10:56:45;SI;SI;NO;Satisfactoria;Buena;Recepción por correo electrónico;
5/19/2021 10:58:49;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/19/2021 11:04:39;NO;NO;NO;Satisfactoria;Regular;Descarga de la página web de ATM;
5/19/2021 11:35:38;NO;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/19/2021 12:00:26;SI;SI;NO;Satisfactoria;Buena;Recepción por correo electrónico;que funcione la pagina
5/19/2021 12:10:42;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/19/2021 12:11:11;NO;SI;NO;Satisfactoria;Buena;Descarga de la página web de ATM;un poco confusos los procedimientos, en la carga de documentacion no estan bien descriptos los tipos de documentos
5/19/2021 12:40:25;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;EN ALGUNOS CASOS ES IMPORTANTE CONSEGUIR UN TURNO PARA SER ATENDIDO EN FORMA PRESENCIAL.
5/19/2021 13:20:19;SI;SI;SI;Muy satisfactoria;Muy Buena;Recepción por correo electrónico;
5/19/2021 14:07:09;NO;SI;NO;Satisfactoria;Buena;Descarga de la página web de ATM;no encontre el icono para dejar informado que el expediente que inicie es para  un tercero
5/19/2021 14:45:13;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/19/2021 15:19:22;SI;SI;NO;Muy satisfactoria;Buena;Descarga de la página web de ATM;Los organismos que piden la emisión de boletos de pago como la Dirección de Fiscalización y Control MEIyE, deberían ser capacitados para que puedan guiar mejor a los contribuyentes. Quizá sea suficiente que tengan un pequeño volante con instrucciones. La información que les suministran es muy imprecisa. 
5/19/2021 15:21:20;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;
5/19/2021 15:40:35;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/19/2021 16:11:29;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;Solo necesito que me envíen una copia del Boleto Inmobiliario 2020 con detalle del avalúo de mi propiedad 06-448088
5/19/2021 17:14:13;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;Excelente el trabajo y  el tiempo que ahorra esta página
5/19/2021 17:24:54;SI;SI;SI;Poco satisfactoria;Muy Buena;Descarga de la página web de ATM;Falta celeridad en los trámites.
5/19/2021 18:36:46;SI;SI;NO;Poco satisfactoria;Mala;Descarga de la página web de ATM;Se necesita una pagina más simple, acorde a la cognición de un usuario común, con menos ruido y acorde a las necesidades de tiempo del internauta.
5/19/2021 19:51:28;SI;SI;NO;Poco satisfactoria;Regular;Descarga de la página web de ATM;
5/19/2021 20:09:21;SI;SI;NO;Satisfactoria;Regular;Descarga de la página web de ATM;PODRIAN PONER TUTORIALES PARA LA REALIZACON DE LOS TRAMITES
5/19/2021 20:15:52;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;se debe poder pagar el boleto automotor por este medio
5/19/2021 20:46:07;SI;SI;SI;Muy satisfactoria;Muy Buena;BOLSA DE COMERCIO ATENTO A LA PANDEMIA;
5/20/2021 7:51:44;SI;SI;SI;Nada satisfactoria;Buena;Descarga de la página web de ATM;
5/20/2021 11:03:53;NO;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/20/2021 11:09:49;SI;SI;SI;Nada satisfactoria;Regular;Descarga de la página web de ATM;
5/20/2021 11:16:01;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/20/2021 11:47:32;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/20/2021 11:49:36;NO;SI;NO;Poco satisfactoria;Regular;Descarga de la página web de ATM;
5/20/2021 12:01:30;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/20/2021 12:35:16;SI;SI;NO;Satisfactoria;Regular;Descarga de la página web de ATM;MEJORAR EL SERVICIO DE TASA DE JUSTICIA, MAS QUE NADA PARA EL FUERO DE FAMILIA, NO CONTIENE TODOS LOS PROCESOS Y ES DIFICIL CALCULAR LA TASA A PAGAR
5/20/2021 12:58:20;SI;SI;SI;Nada satisfactoria;Buena;Recepción por correo electrónico;
5/20/2021 13:01:54;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/20/2021 13:05:40;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/20/2021 13:33:05;NO;SI;NO;Nada satisfactoria;Buena;Descarga de la página web de ATM;
5/20/2021 14:29:02;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/20/2021 14:38:58;SI;SI;NO;Satisfactoria;Regular;VEP;Faltan detallar requisitos por trámite
5/20/2021 15:30:27;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/20/2021 15:31:08;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;Agregar en el cambio de datos personales el domicilio del contribuyente tal como lo tiene implementado la Afip
5/20/2021 15:33:13;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;EL TRÁMITE ONLINE PRESENTA PROBLEMAS CUANDO LA PERSONA ES MAYOR
5/20/2021 16:09:28;SI;SI;SI;Nada satisfactoria;Muy Buena;Descarga de la página web de ATM;tiempo de resolucion extendido
5/20/2021 16:46:05;SI;SI;NO;Satisfactoria;Regular;Descarga de la página web de ATM;
5/20/2021 16:51:24;SI;SI;NO;Nada satisfactoria;Regular;Recepción por correo electrónico;Sugiero que los tramites por mis tramites permitan una comunicación mas fluida con los agentes
5/20/2021 17:04:14;NO;SI;SI;Muy satisfactoria;Muy Buena;Recepción por correo electrónico;
5/20/2021 18:59:02;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;Tratar de agilizar el envio del boleto de tasa de justicia 
5/20/2021 19:16:34;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;Muy amigable y simple de operar
5/20/2021 22:00:25;NO;SI;NO;Poco satisfactoria;Regular;Entrega en su domicilio real;Debiera ser más sencillo para las personas mayores 
5/20/2021 22:24:48;NO;SI;SI;Satisfactoria;Buena;Entrega en su domicilio real;
5/20/2021 22:33:55;SI;SI;SI;Poco satisfactoria;Buena;Recepción por correo electrónico;
5/20/2021 23:38:36;SI;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
5/21/2021 8:40:01;SI;NO;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;
5/21/2021 9:03:25;NO;SI;NO;Poco satisfactoria;Regular;Descarga de la página web de ATM;no se entiende el tramite de sellado de un alquiler
5/21/2021 10:25:12;SI;NO;NO;Satisfactoria;Buena;Entrega en su domicilio real;
5/21/2021 10:55:44;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/21/2021 11:34:12;NO;SI;SI;Muy satisfactoria;Muy Buena;Recepción por correo electrónico;no me dice como me enviaran la constancia supongo al correo
5/21/2021 13:05:56;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/21/2021 14:35:26;SI;SI;NO;Poco satisfactoria;Buena;Descarga de la página web de ATM;"LAS RESPUESTAS QUE ENVIAN AL CORREO SOBRE LOS TRAMITES INICIADOS DEBEN CONTENER MAS INFORMACIÓN, POR EJEMPLO: ""SU SOLICITUD ESTA OBSERVADA DEBERÁ SER RESUELTA POR USTED"" . PERO NO ESPECIFICA QUE ESTÁ MAL."
5/21/2021 14:49:34;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;
5/21/2021 17:05:45;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;Ha mejorado mucho la página, sería muy útil poder blanquear claves o cambiar mails para generación de claves de oficina virtual por este medio
5/21/2021 17:50:25;SI;SI;SI;Muy satisfactoria;Muy Buena;Recepción por correo electrónico;
5/22/2021 11:16:08;NO;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/22/2021 19:34:46;SI;SI;NO;Nada satisfactoria;Buena;Descarga de la página web de ATM;
5/22/2021 21:57:02;SI;NO;SI;Satisfactoria;Buena;Recepción por correo electrónico;LA ATENCION TELEFONICA PARA BLANQUEAR UNA CUENTA ES MUY TEDIOSA COMPARADA CON LO AGIL DE LA PLATAFORMA 
5/23/2021 10:05:26;SI;SI;SI;Nada satisfactoria;Muy Buena;Recepción por correo electrónico;
5/23/2021 10:30:36;NO;SI;NO;Nada satisfactoria;Buena;No llega ;No llega 
5/23/2021 20:30:27;SI;NO;NO;Poco satisfactoria;Buena;Descarga de la página web de ATM;
5/23/2021 21:43:51;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/24/2021 10:53:22;NO;SI;NO;Satisfactoria;Buena;Recepción por correo electrónico;no se entiende como ver las respuestas de Mis tramites on line 
5/24/2021 11:32:56;SI;SI;SI;Muy satisfactoria;Buena;Descarga de la página web de ATM;Hay que mejorar la integración de la patota en dispositivos móviles.
5/24/2021 11:47:47;SI;NO;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/24/2021 12:10:33;SI;SI;SI;Poco satisfactoria;Regular;Recepción por correo electrónico;hace tiempo y en reiteradas oportunidades hace que estoy solicitando la exención 50% impuesto automotor, vivo en Malargüe y no entiendo por que no dispongo de dichi}o beneficio 
5/24/2021 20:04:57;SI;SI;SI;Nada satisfactoria;Buena;Descarga de la página web de ATM;"La aplicación syges debería permitir guardar temporalmente el trámite ya que se pierde sesión antes de poder finalizar y se pierde todo lo realizado. Cuando estaba haciendo un tramite pulse en el check ""Ver Anulados"" y se ocultaron todos los adjuntos, lo cual es correcto, pero al descheckear no se visualizaron nuevamente los archivos que tenía adjuntos."
5/24/2021 22:01:55;SI;SI;SI;Nada satisfactoria;Buena;Descarga de la página web de ATM;
5/25/2021 1:27:29;SI;SI;SI;Muy satisfactoria;Muy Buena;Entrega en su domicilio real;excelente respuesta via online
5/25/2021 9:35:26;SI;NO;NO;Poco satisfactoria;Regular;TENGO UN CONTADOR QUE ME ADMINISTRA;No todos las personas sabemos y entendemos las referencias cuando queremos realizar algún tramite en la pagina. Entiendo la situación actual pero si no tuviera la ayuda de mi contadora, estaría completamente perdida en y con ATM. Suerte con las mejoras.
5/25/2021 12:31:50;NO;SI;SI;Satisfactoria;;Recepción por correo electrónico;
5/25/2021 13:01:41;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/25/2021 13:10:24;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/25/2021 14:16:08;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/25/2021 14:16:44;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/25/2021 16:33:45;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;Mas tramites autogestionables
5/25/2021 18:24:02;SI;SI;SI;Muy satisfactoria;Buena;Descarga de la página web de ATM;
5/25/2021 19:47:24;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/25/2021 20:25:54;SI;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico; muy buena 
5/25/2021 20:48:04;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
5/25/2021 21:25:54;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/25/2021 23:24:25;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/25/2021 23:27:14;NO;NO;NO;Poco satisfactoria;Regular;VOY POR LA RECEPTORIA;
5/26/2021 10:05:18;SI;SI;NO;Muy satisfactoria;Mala;Descarga de la página web de ATM;
5/26/2021 10:13:30;NO;NO;NO;Satisfactoria;Regular;Descarga de la página web de ATM;ESTOY ESPERANDO SABER  COMO SE VA A RESOLVER EL TRAMITE INICIADO, ES LA PRIMERAVEZ QUE UTILIZO ESTE SERVICIO
5/26/2021 10:33:54;SI;SI;NO;Satisfactoria;Regular;Descarga de la página web de ATM;Creo que son muy limitadas las opciones para los trámites y lo mismo para gestionar en la página cualquier otra cosa, como un plan de pago.
5/26/2021 10:38:09;NO;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;
5/26/2021 13:27:24;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
5/26/2021 13:42:29;NO;SI;NO;Poco satisfactoria;Buena;Descarga de la página web de ATM;PODER PAGAR EN RAPIPAGO O PAGO FÁCIL DE OTRAS PROVINCIAS. ESTOY EN JUJUY Y NO ME TOMAN EL COMPROBANTE DE SU PAGINA PARA ABONAR, Y POR LA WEB ME DA PARA PAGAR EL IMPORTE SIN LA MORA DEL PAGO RETRASADO DEL AÑO ANTERIOR, CON LO CUAL SE SIGUE SUMANDO DEUDA POR LA FALTA DE GENERACIÓN DE FACTUYRAS QUE SE PUEDAN PAGAR DESDE CUALQUIER PUNTO Y LA FALTA DE ACTUALIZACIÓN EN SU PÁGINA PARA ABONAR EL IMPORTE AL DÍA
5/26/2021 14:21:24;SI;SI;NO;Nada satisfactoria;Buena;Recepción por correo electrónico;me resultaron poco claras las opciones de trámites
